Hi.	嗨。
They forced me out.	他们迫使我出来。
They live in peace.	他们过着和平的生活。
They never give up.	他们永不言弃。
They were so young.	他們是那麼年輕。
They will not pass!	他們不會通過的!
They work together.	他们在一起工作。
This book is small.	这本书小。
This book is yours.	這本書是你的。
This book was easy.	這本書很容易。
This chair is ugly.	這把椅子很醜。
This clock is mine.	這個錶是我的。
This house is mine.	這房子是我的。
This is Mary's dog.	這是瑪麗的狗。
This is a hospital.	这是医院。
This is all I know.	這是我所知道的。
This is just wrong.	這就是錯的。
This is my bicycle.	这是我的自行车。
This is quite good.	这可真好。
This is surprising.	這是令人吃驚的。
This isn't Spanish.	這不是西班牙語。
This isn't for you.	這不是給你的。
This story is true.	这个故事是真的。
Those are my pants.	那些是我的褲子。
Those dogs are big.	那些狗都很大。
Today is the fifth.	今天是五號。
Tom abandoned hope.	湯姆放棄了希望。
Tom asked for food.	汤姆要食物。
Tom died in battle.	湯姆在戰鬥中死了。
Tom follows orders.	汤姆服从命令。
Tom has an old car.	湯姆有輛舊車。
Tom has no manners.	Tom没有礼貌。
Tom has three cats.	Tom有三隻貓。
Tom is a good cook.	汤姆是个好厨师。
Tom is always late.	湯姆總是遲到。
Tom is crying, too.	湯姆也在哭。
Tom is going crazy.	汤姆要发疯。
Tom is more active.	汤姆更活跃。
Tom is serious now.	汤姆现在是认真的。
Tom is still upset.	湯姆還是不安。
Tom is there alone.	Tom獨自在那。
Tom isn't an angel.	汤姆不是天使。
Tom likes swimming.	湯姆喜歡游泳。
Tom made fun of me.	汤姆拿我开心。
Tom runs very fast.	湯姆跑得快。
Tom said he'd wait.	湯姆說他會等。
Tom teaches French.	湯姆教法語。
Tom waited outside.	湯姆在外面等。
Tom wanted revenge.	湯姆想報仇。
Tom wasn't thirsty.	汤姆不渴。
Tom's door is open.	湯姆的門開著。
Turn off the light.	關燈。
Wait just a moment.	就等一會兒。
Was her story true?	她的故事是真的吗？
Was his story true?	他的故事是真的吗？
We all fell asleep.	我们都睡着了。
We are against war.	我们反对战争。
We can't talk here.	我们不能在这里谈。
We didn't break in.	我们没有打断。
We don't have time.	我们没时间。
We don't trust Tom.	我们不相信汤姆。
We have many goals.	我們有許多目標。
We have three kids.	我們有三個孩子。
We kept them quiet.	我們讓他們保持安靜。
We know everything.	我们什么都知道。
We know our rights.	我们知道我们的权利。
We love each other.	我們彼此相愛。
We love our school.	我們愛我們的學校。
We ran in the park.	我们在公园里跑了步。
We should sit down.	我們應該坐下。
We studied English.	我们学了英语。
We want to go home.	我們想回家。
We want to hear it.	我们想听听。
We're almost broke.	我們快破產了。
We're conservative.	我们很保守。
We're the same age.	他和我同岁。
We've been tricked.	我们被耍了。
We've forgiven you.	我们已经原谅你了。
Were you a soldier?	你是士兵嗎？
What a lot of pens!	那么多钢笔！
What a strong wind!	多麼強的風啊！
What an idiot I am!	我真是個白痴！
What are you doing?	你做什麼？
What happened here?	这儿发生了什么事？
What happened then?	然後發生了什麼事？
What is over there?	那是什么？
What just happened?	刚刚发生了什么？
What will you have?	你将拥有什么？
What will you make?	你會做什麼？
What're you saying?	你在說什麼？
What's in this bag?	這個袋子裡是什麼？
What's your advice?	你有什么建议呢？
When was Tom fired?	湯姆什麼時候被開除的?
When was Tom fired?	湯姆什麼時候被解雇的?
Where are my books?	我的書在哪？
Where do you study?	你在哪讀書？
Where does he work?	他在哪里工作？
Where does it hurt?	哪裡痛?
Where does it hurt?	哪裡疼?
Where is the vodka?	伏特加在哪里？
Where should we go?	我們應該去哪裡？
Where're the shoes?	鞋子在哪儿？
Which cap is yours?	哪顶帽子是你的？
Which cup is yours?	哪个杯子是你的？
Which hat is yours?	哪顶帽子是你的？
Which is your book?	哪本是你的书？
Which is your book?	哪本是你們的書？
Which is your book?	哪本是您的書？
Which is your book?	哪本書是您的？
Which is your book?	哪本書是你們的？
Who are those guys?	那些家伙是谁？
Who is that person?	那人谁啊？
Who took the money?	誰拿了錢？
Who touched my gun?	誰碰了我的槍？
Whose bike is this?	这辆自行车是谁的？
Whose book is this?	這是誰的書？
Whose book is this?	這書是誰的？
Whose ring is that?	那是谁的环？
Why are you crying?	你为什么哭？
Why are you crying?	你為什麼哭？
Why are you so mad?	你為什麼這麼生氣？
Why can't you come?	你為什麼不能來?
Why do you need it?	你為什麼需要它？
Why should we help?	为什么我们应该要帮助？
Why were you there?	你為什麼在那裡?
Why worry about it?	為什麼要擔心？
Will I have a scar?	我会留疤吗？
You are free to go.	你可以走了。
You are very brave.	您非常勇敢。
You are very brave.	你非常勇敢。
You aren't invited.	你没受到邀请。
You broke the rule.	你坏了规矩。
You could say that.	你不能这么说。
You did a good job.	你干得很好。
You don't scare us.	你別嚇我們。
You have cute eyes.	你有一双很可爱的眼睛。
You have nice skin.	你的皮膚真好。
You know I'm right.	你知道我是正确的。
You like elephants.	你喜欢大象。
You live and learn.	你一面生活一面學習。
You look very good.	你看上去很好。
You look very pale.	你看上去很苍白。
You made a mistake.	你犯了个错误。
You might meet him.	你可能會見到他。
You must be joking!	你一定是开玩笑！
You should know it.	你應該知道的。
You'd better hurry.	你最好快点。
You'll be confused.	你會困惑。
You'll bounce back.	你会东山再起的。
You're a good cook.	你是个好厨师。
You're always busy.	你一直忙。
You're an optimist.	你是个乐观主义者。
You're not my type.	你不是我喜欢的类型。
You're quite right.	你是對的。
You're still green.	你还年轻。
You're still young.	你仍然很年輕。
You're such a jerk.	你真是個傻子。
You're turning red.	你脸红了。
"Trust me," he said.	“相信我。”他说。
A whale is a mammal.	鲸鱼是哺乳动物。
Answer my questions.	回答我的問題。
Answer the question.	回答問題。
Are you guys crying?	你們在哭嗎？
Can you drive a car?	您会开车吗？
Can you really swim?	你真的會游泳嗎？
Christmas is coming.	聖誕節快到了。
Come again any time.	隨時再來。
Could I try this on?	我能試一下這個嗎？
Could you sign here?	你能在这里签名吗?
Destroy this temple.	摧毁这个寺庙。
Do you drink coffee?	你喝咖啡嗎?
Do you go to church?	你去教堂嗎？
Do you have a cough?	你咳嗽嗎？
Do you have a fever?	你發燒了嗎？
Do you know my name?	你知道我的名字嗎？
Do you like English?	你喜歡英語嗎？
Do you speak French?	你會講法語嗎？
Do you want to know?	你想知道嗎？
Does Tom have a job?	汤姆有工作吗？
Don't let Tom leave.	别让汤姆走了。
Don't listen to her.	別聽她的。
Don't stand near me.	不要站在我身邊。
Don't you know that?	你不知道那件事吗？
Dry wood burns well.	干柴燒得旺。
Enjoy your holidays.	度假愉快！
Every minute counts.	分秒必争。
Everybody knows her.	每個人都認識她。
Everybody thinks so.	大家都是这样想的。
Everything seems OK.	一切看上去正常。
Excuse me, I'm lost.	不好意思，我迷路了。
Few people think so.	很少人这么认为。
Fish is cheap today.	今天魚很便宜。
Give me a cigarette.	给我支香烟吧。
Has Tom gone insane?	Tom瘋了嗎？
Have a good weekend.	周末愉快。
Have you been fired?	你曾經被開除過嗎?
He accepted my idea.	他接受了我的主意。
He appeared at last.	他终于出现了。
He became a pianist.	他成為了一個鋼琴家。
He called me a taxi.	他替我叫了一部計程車。
He climbed Mt. Fuji.	他爬上了富士山。
He cured my illness.	我的病给他治好了。
He did it for money.	他做这个是为了钱。
He didn't know that.	他不知道。
He does not like us.	他不喜欢我们。
He drives very fast.	他開車速度非常快。
He entered the army.	他加入了陸軍。
He has a big family.	他有个大家庭。
He has a round face.	他有一張圓臉。
He has his own room.	他有自己的房间。
He has lost his job.	他已經失去了他的工作。
He hates air travel.	他讨厌坐飞机旅行。
He is a good fellow.	他是個好人。
He is a learned man.	他是个有教养的人。
He is at home today.	他今天在家。
He is good at rugby.	他很擅長橄欖球。
He is not religious.	他不信教。
He is playing music.	他在演奏音樂。
He is taking a walk.	他正在散步。
He is telling a lie.	他說謊。
He is very handsome.	他很英俊。
He laid on his back.	他仰躺。
He left an hour ago.	他一小时前走了。
He lives by himself.	他一个人生活。
He lives by himself.	他独自生活。
He may not be happy.	他可能不高兴。
He raised his hands.	他舉起了他的手。
He saluted the lady.	他向那位女士问好。
He sat on the bench.	他坐在長凳上。
He seems to be rich.	他看起來很有錢。
He shaves every day.	他每天刮鬍子。
He should thank you.	他應該感謝您。
He was made captain.	他被選為隊長。
He was very patient.	他非常有耐心。
He worked very hard.	他工作很努力。
He wrote one letter.	他写了一封信。
He wrote the report.	他寫了這份報告。
He'll never beat me.	他永远不会打败我的。
He's afraid of dogs.	他怕狗。
He's always smiling.	他总是在笑。
He's doing his best.	他在全力以赴。
Her son is a genius.	她儿子是个天才。
Here is your change.	這是你零錢。
Here's how we do it.	以下是我们怎么做的。
His bicycle is blue.	他的自行车是蓝色的。
His speech bored me.	他的演讲让我很无聊。
His speech moved us.	他的演说打动了我们。
How I've missed you!	我多麼想念你！
How about Thai food?	泰国菜怎么样？
How are you feeling?	你感觉如何？
How can I reach you?	我怎樣才能連絡到你?
How do you feel now?	你现在感觉如何？
How old is this zoo?	這間動物園多久了？
How old is your son?	你兒子幾歲?
How was the fishing?	釣魚怎麼樣？
How was the seminar?	这研究会怎么样？
I always study hard.	我總是用功讀書。
I am afraid of dogs.	我怕狗。
I am an electrician.	我是一名電工。
I am engaged to her.	我跟她訂婚了。
I am in Tokyo today.	我今天在東京。
I am too busy to go.	我太忙了不能去。
I arrived in London.	我到達倫敦了。
I ate a hasty lunch.	我匆忙的吃了午餐。
I can come at three.	我三點鐘可以來。
I can help you, too.	我也能幫你。
I can see the light.	我能看到光線。
I can speak Chinese.	我會說中文。
I can speak English.	我會講英語。
I can start anytime.	我随时可以开始。
I can win this time.	我這回能贏。
I can't afford that.	我买不起那个。
I can't find my pen.	我找不到我的筆。
I cleared the table.	我清理了桌子。
I come from England.	我來自英國。
I continued singing.	我繼續唱歌。
I continued singing.	我继续唱歌。
I continued working.	我繼續工作。
I disagree with you.	我不同意你的看法。
I do not fear death.	我不怕死。
I do not have a cat.	我没有猫。
I do not understand.	我不懂。
I don't like movies.	我不喜歡電影。
